eintrag,haus,lage,jahr,hypothek,typen,std-geb,gebühr,verhältnis,std-preis,preis,original
KB-E 005-1,keine_id,vor Werdertor,1420,,verkauf ,144,0.5 tl. 24 d.,120,72,72 tl.,umb zway und Sybenczig phunt Wienner phennig 
KB-E 005-2,keine_id,vor Widmertor,1420,ja,verkauf ,52,52 d.,120,26,26 tl.,umb Sechs und zwainczig phunt Wienner phenning 
KB-E 005-3,DB5012a,Tiefer Graben,1420,ja,verkauf ,20,20 d.,120,10,10 tl.,umb zehen phunt Wienner pehning  
KB-E 005-4,DB5012a,Tiefer Graben,1420,,kredit ,16,16 d.,,,,
KB-E 006-1,keine_id,Kernerstraße,1420,,überschreibung ,340,11 s. 10 d.,,,,
KB-E 006-2,keine_id,Krugstraße,1420,,verkauf ,100,3 s. 10 d.,120,50,50 tl.,umb funfczig phunt Wienner phenning 
KB-E 006-3,keine_id,Weihenburg,1420,,verkauf ,130,0.5 tl. 10 d.,120,65,65 tl.,umb funf und Sechczig phunt Wienner phenning  
KB-E 007-1,keine_id,Laimgrube,1420,,verkauf ,29,29 d.,120,14.5,14.5 tl.,umb funfczehenthalb phunt Wienner phenning 
KB-E 007-2,keine_id,Kernerstraße,1420,,verkauf ,200,6 s. 20 d.,120,100,100 tl.,umb hundert phunt Wienner phenning 
KB-E 007-3,keine_id,Heumarkt,1421,,verkauf ,56,56 d.,120,28,28 tl.,umb Acht und zwainczig phunt phenning  
KB-E 008-1,keine_id,Lichtensteg,1421,,verkauf ,400,13 s. 10 d.,120,200,200 tl.,umb zway hundert phunt Wienner phenning 
KB-E 008-2,keine_id,Weihenburg,1421,,verkauf ,24,24 d.,120,12,12 tl.,umb zwelf phunt Wienner phenning 
KB-E 008-3,keine_id,Kernerstraße,1421,,schenkung ,250,1 tl. 10 d.,,,,
KB-E 009-1,keine_id,Greut,1421,ja,verkauf ,180,6 s.,120,90,90 tl.,umb Newnczig phunt Wienner phenning  
KB-E 009-2,keine_id,St. Jakob,1421,,verkauft ,36,36 d.,120,18,18 tl.,umb achczehen phunt Wienner phenning 
KB-E 009-3,keine_id,Pippingerstraße,1421,,verkauf ,28,28 d.,120,14,14 tl.,umb virczehen phunt Wienner phenning 
KB-E 010-1,DB0047,Alserstraße,1421,ja,verkauf ,84,84 d.,120,42,42 tl. 60 d.,umb zway und virczicg phunt und umb sechtzig Wienner phenning 
KB-E 010-2,DB0047,Alserstraße,1421,,verkauf ,,0 d.,,42,42 tl. 60 d.,umb zway und d virczigk pfunt Wienner pfenning und sechczig pfenning derselben Munss 
KB-E 010-3,keine_id,Greut,1421,ja,verkauf ,48,48 d.,120,24,24 tl.,umb vier und zwainczigk phunt Wienner phenning 
KB-E 011-1,keine_id,Predigerfreithof,1421,,verkauf ,700,2.5 tl. 3 s. 10 d.,120,350,350 tl.,umb drewhundert und funfczig phunt Wienner phenning 
KB-E 011-2,DB6000,Scheffstraße,1422,ja,schenkung ,8,8 d.,120,4,4 tl.,umb vier phunt Wienner phenning 
KB-E 011-3,keine_id,vor Stubentor,1422,,überschreibung ,90,3 s.,,,,
KB-E 011-4,keine_id,unter den langen Tuchlauben,1422,,verkauf ,100,3 s. 10 d.,120,50,50 tl.,umb funfczig phunt Wienner phenning  
KB-E 012-1,keine_id,vor Kernertor,1422,,überschreibung ,98,98 d.,,,,
KB-E 012-2,keine_id,Peurertor,1422,,verkauf ,130,0.5 tl. 10 d.,120,65,65 tl.,umb funf und Sechczig phunt Wienner phenning 
KB-E 012-3,keine_id,Himmelpforten,1422,ja,verkauf ,34,34 d.,120,17,17 tl.,umb Sibenczehen phunt Wienner phenning  
KB-E 013-1,keine_id,Weihenburg,1422,,verkauf ,32,32 d.,120,16,16 tl.,umb sechczehen phunt Wienner phenning 
KB-E 013-2,keine_id,Petersfreithof,1422,,verkauf ,30,30 d.,120,15,15 tl.,umb funfczehen phunt Wienner phenning  
KB-E 013-3,DB0001,Neulucke,1422,,verkauf ,48,48 d.,120,24,24 tl.,umb vier und zwainczig phunt Wienner phenning 
KB-E 013-4,DB5240,Wiltwerkerstraße,1422,,verkauf ,154,5 s. 4 d.,120,77,77 tl.,umb lxxvii tl. d.  
KB-E 013-5,keine_id,Traibotenstraße,1422,,verkauf ,50,50 d.,120,25,25 tl.,umb xxv tl. d. 
KB-E 014-1,keine_id,Preidenstraße,1423,,überschreibung ,480,2 tl.,,,,
KB-E 014-2,keine_id,Predigerfreithof,1423,,,730,3 tl. 10 d.,120,365,365 tl.,umb drewhundert und funfund Sechczig pfunt Wienner phenning  
KB-E 014-3,keine_id,Singerstraße,1423,,verkauf ,384,12 s. 24 d.,120,192,192 tl.,umb hundert und zway undNewmczig pfunt Wienner pfenning  
KB-E 014-4,DB6000,Rosstränke,1423,,verkauf ,64,64 d.,120,32,32 tl.,umb xxxii tl. d.  
KB-E 014-5,keine_id,Salzgries,1423,,verkauf ,150,5 s.,240,150,150 tl.,umb i½ᶜ tl. d.  
KB-E 015-1,keine_id,Kernerstraße,1423,,verkauf ,260,1 tl. 20 d.,120,130,130 tl.,umb hundert und xxx tl. Wienner phenning  
KB-E 015-2,keine_id,Singerstraße,1423,,verkauf ,,6 s. ?,,90,90 tl.,umb lxxxx tl. d.  
KB-E 015-3,DB7001,Würffel,1423,,verkauf ,442,14 s. 22 d.,120,221,221 tl.,umb iiᶜ und xxi tl. phenning  
KB-E 015-4,keine_id,vor Werdertor,1423,,verkauf ,140,0.5 tl. 20 d.,120,70,70 tl.,umb lxx tl. d.  
KB-E 015-5,keine_id,Petersfreithof,1423,,verkauf ,,,,6,6 tl.,umb vi tl. d.  
KB-E 016-1,keine_id,Kienmarkt,1423,,verkauf ,330,11 s.,120,165,165 tl.,umb hundert und funnfundSechczig pfunt Wienner phenning  
KB-E 016-2,keine_id,Preidenstraße,1423,,verkauf ,540,18 s.,120,270,270 tl.,umb iiᶜ lxx tl. d. 
KB-E 016-3,DB1057,Wiltwerkerstraße,1423,,verkauf ,460,15 s. 10 d.,120,230,230 tl.,umb iiᶜ xxx tl. d. 
KB-E 016-4,keine_id,Stephansfreithof,1423,ja,,180,6 s.,,,,
KB-E 016-5,keine_id,Kernerstraße,1423,,verkauf ,218,7 s. 8 d.,120,109,109 tl.,umb hundert newn pfunt d.  
KB-E 017-1,keine_id,vor Kernertor,1424,ja,verkauf ,20,20 d.,1200,100,100 tl.,umb iᶜ tl. Wienner phenning  
KB-E 017-2,keine_id,Alter Fleischmarkt,1424,,überschreibung ,450,15 s.,,,,
KB-E 017-3,DB7028,Kernerstraße,1424,,verkauf ,1700,7 tl. 20 d.,35,250,250 tl.,umb dritthalb hundert phund Wienner phenning  
KB-E 017-4,keine_id,Laimgrube,1424,,verkauf ,41,41 d.,120,20.5,20.5 tl.,umb xx tl. und ½ tl. d.  
KB-E 017-5,keine_id,Wollzeile,1424,,verkauf ,600,2.5 tl.,120,300,300 tl.,umb iiiᶜ tl. Wienner phenning  
KB-E 018-1,keine_id,unter den Goldschmieden,1424,ja,verkauf ,420,14 s.,120,210,210 tl.,umb iiᶜ und x tl. d.  
KB-E 018-2,keine_id,bei den Predigern,1424,,verkauf ,72,72 d.,121,36.5,36.5 tl.,umb xxxvi½ tl. Wienner phenning  
KB-E 018-3,DB5486a,unter den langen Tuchlauben,1424,,verkauf ,400,13 s. 10 d.,120,200,200 tl.,umb iiᶜ tl. Wienner phenning  
KB-E 018-4,keine_id,unter den Lederern,1425,ja,verkauf ,48,48 d.,120,24,24 tl.,umb xxiiii tl. d.  
KB-E 018-5,keine_id,Ratstraße,1425,,verkauf ,,,,260,260 tl.,umb iiᶜ und lx tl. d.  
KB-E 019-1,keine_id,Walichstraße,1425,,überschreibung ,120,0.5 tl.,,,,
KB-E 019-2,keine_id,Traibotenstraße,1425,ja,verkauf ,52,52 d.,120,26,26 tl.,umb xxvi tl. d.  
KB-E 019-3,keine_id,Münzerstraße,1426,,überschreibung ,1000,4 tl. 40 d.,,,,
KB-E 019-4,keine_id,Laimgrube,1426,,verkauf ,20,20 d.,120,10,10 tl.,umb x tl. d.  
KB-E 020-1,keine_id,Kernerstraße,1426,ja,verkauf ,68,68 d.,211,60,45 G,umb xlv guldein  
KB-E 020-2,DB5230,Wiltwerkerstraße,1426,,verkauf ,600,2.5 tl.,120,300,300 tl.,umb iiiᶜ tl. d.  
KB-E 020-3,keine_id,Teinfaltstraße,1427,,verkauf ,14,14 d.,128,7.5,7.5 tl.,umb vii½ tl. d.  
KB-E 020-4,keine_id,Alter Kohlmarkt,1427,,schenkung ,100,3 s. 10 d.,,,,
KB-E 021-1,keine_id,St. Johannsstraße,1427,ja,verkauf ,134,0.5 tl. 14 d.,120,67,67 tl.,umb lxvii tl. d.  
KB-E 021-2,keine_id,Greut,1427,,verkauf ,74,74 d.,126,39,39 tl.,umb xxxviiii tl. d.  
KB-E 021-3,keine_id,vor Stubentor,1427,ja,verkauf ,180,6 s.,120,90,90 tl.,umb lxxxx tl. d.  
KB-E 021-4,keine_id,Singerstraße,1427,,verkauf ,66,66 d.,120,33,33 tl.,umb xxxiii tl. d.  
KB-E 021-5,keine_id,Domprobsthof,1428,,verkauf ,200,6 s. 20 d.,132,110,110 tl.,umb iᶜ und x tl. d.  
KB-E 022-1,keine_id,Schulstraße,1428,,verkauf ,320,10 s. 20 d.,120,160,160 tl.,umb iᶜ und lx tl. d.  
KB-E 022-2,keine_id,Haarmarkt,1428,,verkauf ,1600,6 tl. 5 s. 10 d.,120,800,800 tl.,umb viiiᶜ tl. d.  
KB-E 022-3,keine_id,unter den Lederern,1428,ja,verkauf ,48,48 d.,120,24,24 tl.,umb xxiiii tl. d. 
KB-E 022-4,keine_id,St. Johannsstraße,1428,ja,verkauf ,94,3 s. 4 d.,120,47,47 tl.,umb xlvii tl. d. 
KB-E 022-5,keine_id,vor Werdertor,1428,,verkauf ,360,12 s.,120,180,180 tl.,umb hundert und achtzig phunt phenning  
KB-E 022-6,keine_id,Raubergäßchen,1428,,verkauf ,360,12 s.,120,180,180 tl.,umb iᶜ und lxxx tl. d. 
KB-E 023-1,keine_id,Alter Kohlmarkt,1429,,verkauf ,560,18 s. 20 d.,124,290,290 tl.,umb iiᶜ und lxxxx tl. d. 
KB-E 023-2,keine_id,Krugstraße,1429,ja,verkauf ,,,,15,15 tl.,umb xv tl. d. 
KB-E 023-3,keine_id,Krugstraße,1429,,verkauf ,34,34 d.,120,17,17 tl.,umb xvii tl. d. 
KB-E 023-4,DB5240,Wiltwerkerstraße,1429,,verkauf ,162,5 s. 12 d.,120,81,81 tl.,umb lxxxi tl.  
KB-E 023-5,keine_id,Walichstraße,1439,,verkauf ,228,7 s. 18 d.,120,114,114 tl.,umb hundert und xiiii tl. d.  
KB-E 023-6,keine_id,Katerlucke,1429,,verkauf ,32,32 d.,120,16,16 tl.,umb xvi tl. d. 
KB-E 024-1,keine_id,Wollzeile,1429,,verkauf ,600,2.5 tl.,120,300,300 tl.,umb iiiᶜ tl. d. 
KB-E 024-2,DB6000,Scheffstraße,1429,,verkauf ,340,11 s. 10 d.,120,170,170 tl.,umb hundert und lxx tl. d. 
KB-E 024-3,DB0077a,Bognergasse,1429,,verkauf ,66,66 d.,120,33,33 tl.,umb xxxiii tl. Wiener pfenning 
KB-E 024-4,DB0030,Alserstraße,1429,,verkauf ,76,76 d.,120,38,38 tl.,umb xxxviii tl. Wienner pfenning 
KB-E 025-1,keine_id,Singerstraße,1430,,verkauf ,300,10 s.,120,150,150 tl.,umb i½ᶜ tl. d. 
KB-E 025-2,DB0002,Neulucke,1430,ja,verkauf ,62,62 d.,120,31,31 tl.,umb xxxi tl. d. 
KB-E 025-3,keine_id,vor Stubentor,1430,,verkauf ,186,6 s. 6 d.,120,93,93 tl.,umb lxxxxiii tl. d. 
KB-E 025-4,DB0123,hinter St. Pankraz,1430,,verkauf ,200,6 s. 20 d.,120,100,100 tl.,umb hundert tl. phenning  
KB-E 026-1,keine_id,vor Widmertor,1430,ja,verkauf ,300,10 s.,160,200,200 tl.,umb iiᶜ tl. Wienner d. 
KB-E 026-2,keine_id,Bürgerspital,1430,ja,verkauf ,166,5 s. 16 d.,120,83,83 tl.,umb lxxxiii phunt Wienner phenning 
KB-E 026-3,DB6000,Scheffstraße,1430,ja,verkauf ,106,3 s. 16 d.,120,53,53 tl.,umb liii tl. d. 
KB-E 026-4,DB6000,Scheffstraße,1430,,verkauf ,106,3 s. 16 d.,120,53,53 tl. 6 s.,umb liii tl. und vi s. d.  
KB-E 027-1,DB1021,Wiltwerkerstraße,1430,,verkauf ,600,2.5 tl.,120,300,300 tl.,umb iiiᶜ tl. Wienner phenning 
KB-E 027-2,keine_id,Graben,1430,ja,verkauf ,120,0.5 tl.,120,60,60 tl.,umb lx tl. Wienner d.  
KB-E 027-3,keine_id,Fischerstiege,1430,,verkauf ,540,18 s.,120,270,270 tl.,umb zwayhundert und Sybenczig phunt phenning  
KB-E 028-1,keine_id,Fischerstiege,1430,,verkauf ,140,0.5 tl. 20 d.,120,70,70 tl.,umb lxx tl. d.  
KB-E 028-2,keine_id,Fischerstiege,1430,,verkauf ,150,5 s.,120,75,75 tl.,umb lxxv tl. d.  
KB-E 029-1,DB0002,Neulucke,1430,ja,verkauf ,90,3 s.,120,45,45 tl.,umb xlv tl. d.  
KB-E 029-2,DB0044,Alserstraße,1431,ja,verkauf ,40,40 d.,120,20,20 tl.,umb xx tl. d.  
KB-E 029-3,keine_id,Kienmarkt,1431,ja,verkauf ,70,70 d.,120,35,35 tl.,umb xxxv tl. Wienner d. 
KB-E 030-1,DB5131,hinter St. Pankraz,1431,,verkauf ,160,5 s. 10 d.,120,80,80 tl.,umb lxxx tl. Wienner d.  
KB-E 030-2,DB5489,unter den langen Tuchlauben,1431,ja,verkauf ,200,6 s. 20 d.,120,100,100 tl.,umb C tl. d.  
KB-E 031-1,keine_id,Neunburgerstraße,1431,,verkauf ,32,32 d.,240,32,32 tl.,umb xxxii tl. d.  
KB-E 032-1,keine_id,Petersfreithof,1432,,überschreibung ,1200,5 tl.,,,,
KB-E 032-2,DB5205,Judengasse,1432,,verkauf ,510,17 s.,122,260,260 tl.,umb iiᶜ und lx tl. d. 
KB-E 033-1,keine_id,Alter Kohlmarkt,1432,,überschreibung ,90,3 s.,,,,
KB-E 033-2,keine_id,Münzerstraße,1432,,überschreibung ,480,2 tl.,,,,
KB-E 034-1,keine_id,St. Johannsstraße,1433,,verkauf ,104,3 s. 14 d.,120,52,52 tl.,umb lii tl. d.  
KB-E 034-2,keine_id,Brandstätte,1433,,verkauf ,500,2 tl. 20 d.,120,250,250 tl.,umb ii½ᶜ tl. d.  
KB-E 034-3,DB1022,Wiltwerkerstraße,1432,,verkauf ,610,2.5 tl. 10 d.,120,305,305 tl.,umb iiiᶜ v tl. d. 
KB-E 035-1,keine_id,Graben,1433,,verkauf ,1440,6 tl.,133,800,800 tl.,umb viiiᶜ tl. Wienner d.  
KB-E 035-2,DB0004,Neulucke,1433,,verkauf ,36,36 d.,126,19,19 tl.,umb xviiii tl. d.  
KB-E 035-3,keine_id,vordere Peckenstraße,1433,,verkauf ,300,10 s.,240,300,300 tl.,umb iiiᶜ tl. Wienner d.  
KB-E 036-1,DB9001,Alter Rossmarkt,1433,,,690,2 tl. 7 s.,69,200,200 tl.,umb cc tl. d.  
KB-E 037-1,keine_id,Peckenstraße,1434,,überschreibung ,720,3 tl.,,,,
KB-E 038-1,keine_id,unter den Goldschmieden,1434,,überschreibung ,80,80 d.,,,,
KB-E 038-2,keine_id,Alter Kohlmarkt,1434,ja,verkauf ,200,6 s. 20 d.,120,100,100 tl.,umb C tl. d.  
KB-E 038-3,keine_id,unter den Goldschmieden,1434,,verkauf ,80,80 d.,120,40,40 tl.,umb xl tl. d.  
KB-E 039-1,keine_id,Roter Turm,1434,,verkauf ,800,3 tl. 80 d.,120,400.0,400 tl. / 400 tl.,umb iiiiᶜ tl. d.  umb iiiiᶜ tl. Wienner phenning  
KB-E 039-2,keine_id,St. Stephan,1434,,verkauf ,420,14 s.,120,210,210 tl.,umb cc x tl. d.  
KB-E 039-3,keine_id,Preidenstraße,1434,,verkauf ,300,10 s.,128,160,160 tl.,umb Clx tl. d.  
KB-E 040-1,keine_id,Alter Kohlmarkt,1434,ja,verkauf ,320,10 s. 20 d.,120,160,160 tl.,umb hundert und sechczig phunt pfenning  
KB-E 040-2,DB5220,Hohe Brücke,1434,,verkauf ,600,2.5 tl.,120,300,300 tl.,umb drewhundert phunt phenning  
KB-E 040-3,keine_id,Greut,1434,,verkauf ,70,70 d.,120,35,35 tl.,umb xxxv tl. d.  
KB-E 041-1,keine_id,vor Stubentor,1434,,schenkung ,80,80 d.,,,,
KB-E 041-2,keine_id,Laimgrube,1434,ja,verkauf ,22,22 d.,120,11,11 tl.,umb xi tl. d.  
KB-E 041-3,keine_id,Neuer Markt,1434,,verkauf ,300,10 s.,120,150,150 tl.,umb i½ᶜ tl. d.  
KB-E 043-1,keine_id,Graben,1435,,verkauf ,,,,300,300 tl.,umb ccc tl. d.  
KB-E 043-2,keine_id,Rotgasse,1435,,verkauf ,140,0.5 tl. 20 d.,120,70,70 tl.,umb lxx tl. d.  
KB-E 043-3,keine_id,Graben,1435,,verkauf ,600,2.5 tl.,120,300,300 tl.,umb ccc tl. d.  
KB-E 043-4,DB0075,Bognergasse,1435,ja,,,,,60,60 tl.,umb lx tl. d.  
KB-E 044-1,keine_id,Alter Rossmarkt,1435,ja,schenkung ,58,58 d.,,,,
KB-E 044-2,keine_id,Stadtgraben,1435,ja,verkauf ,28,28 d.,120,14,14 tl. 6 s.,umb xiiii tl. vi s. d.  
KB-E 044-3,keine_id,vor Werdertor,1435,,verkauf ,31,31 d.,120,15.5,15.5 tl.,umb xv½ tl. d.  
KB-E 045-1,keine_id,Alter Kohlmarkt,1435,,überschreibung ,200,6 s. 20 d.,,,,
KB-E 045-2,keine_id,Laurenzerinnen,1436,,,90,3 s.,,,,
KB-E 045-3,keine_id,Pippingerstraße,1436,,überschreibung ,26,26 d.,,,,
KB-E 046-1,DB1025,Schulhof,1436,,verkauf ,300,10 s.,120,150,150 tl.,umb i½ᶜ tl. d.  
KB-E 046-2,keine_id,Münzerstraße,1436,,,400,13 s. 10 d.,121,203,203 tl.,umb cc iii tl. d.  
KB-E 047-1,keine_id,Rosengasse,1436,,verkauf ,18,18 d.,120,9,9 tl.,umb Newn phunt Wienner phenning  
KB-E 047-2,DB0111,Haarhof,1436,,verkauf ,34,34 d.,120,17,17 tl.,umb xvii tl. Wienner d.  
KB-E 047-3,keine_id,Alter Fleischmarkt,1436,,verkauf ,56,56 d.,120,28,28 tl.,umb xxviii tl. Wienner d.  
KB-E 048-1,DB0033,Alserstraße,1436,,verkauf ,44,44 d.,120,22,22 tl.,umb xxii tl. d.  
KB-E 048-2,keine_id,vor Werdertor,1437,,verkauf ,200,6 s. 20 d.,120,100,100 tl.,umb C tl. d.  
KB-E 048-3,keine_id,Alter Fleischmarkt,1437,,verkauf ,656,2 tl. 5 s. 26 d.,120,328,328 tl.,umb iiiᶜ xxviii tl. Wienner d.  
KB-E 049-1,keine_id,Neuer Markt,1437,,verkauf ,210,7 s.,120,105,105 tl.,umb C und v tl. d.  
KB-E 049-2,DB1005,Am Hof,1437,ja,verkauf ,18,18 d.,266,20,20 tl.,umb xx tl. d.  
KB-E 049-3,keine_id,unter den Fischern,1437,,verkauf ,30,30 d.,120,15,15 tl.,umb xv tl. Wienner d.  
KB-E 049-4,keine_id,Riemergasse,1437,,verkauf ,48,48 d.,125,25,25 tl.,umb xxv tl. Wienner d.  
KB-E 050-1,DB5118,hinter St. Pankraz,1437,,verkauf ,70,70 d.,120,35,35 tl.,umb xxxv tl. d.  
KB-E 057-1,keine_id,unter den langen Tuchlauben,1421,,verkauf ,84,84 d.,120,42,42 tl.,umb zway und virczig phunt Wienner phenning  
KB-E 057-2,keine_id,Kienmarkt,1421,,verkauf ,160,5 s. 10 d.,120,80,80 tl.,umb Achtzig phunt Wienner phenning  
KB-E 057-3,keine_id,Roter Turm,1424,,verkauf ,168,5 s. 18 d.,120,84,84 tl.,umb lxxxiiii tl. d.  
KB-E 058-1,keine_id,Alter Fleischmarkt,1425,,verkauf ,156,5 s. 6 d.,120,78,78 tl.,umb lxxviii tl. d.  
KB-E 058-2,keine_id,Würffel,1427,,verkauf ,176,5 s. 26 d.,120,88,88 tl.,umb lxxxviii tl. d.  
KB-E 058-3,keine_id,Kernerstraße,1428,,verkauf ,180,6 s.,120,90,90 tl.,umb lxxxx tl.  
KB-E 059-1,DB0044,Alserstraße,1429,ja,verkauf ,16,16 d.,120,8,8 tl.,umb viii tl. d.  
KB-E 059-2,keine_id,Traibotenstraße,1430,,verkauf ,68,68 d.,120,34,34 tl.,umb xxxiiii tl. d.  
KB-E 059-3,keine_id,Hochstraße,1431,,verkauf ,238,7 s. 28 d.,125,124,124 tl.,umb cxxiiii tl. d.  
KB-E 060-1,keine_id,hintere Peckenstraße,1432,,verkauf ,530,2 tl. 50 d.,120,265,265 tl.,umb cclxv tl. d.  
KB-E 061-1,keine_id,Hochstraße,1433,,verkauf ,240,1 tl.,132,132,132 tl.,umb C xxxii tl. d.  
KB-E 061-2,keine_id,Kernerstraße,1433,,verkauf ,460,15 s. 10 d.,120,230,230 tl.,umb zway hundert und dreissig phunt Wienner phenning  
KB-E 061-3,DB9003,Graben,1433,,,510,17 s.,,,,
KB-E 062-1,keine_id,Schenkenstraße,1434,ja,überschreibung ,50,50 d.,,,,
KB-E 062-2,keine_id,St. Johannsstraße,1435,,,,,,200,200 tl.,umb cc tl. d.  
KB-E 063-1,keine_id,unter den Hafnern,1435,,,120,0.5 tl.,,,,
KB-E 063-2,keine_id,Alter Fleischmarkt,1436,,verkauf ,68,68 d.,120,34,34 tl.,umb xxxiiii tl. d.  
KB-E 063-3,keine_id,Domprobsthof,1436,ja,verkauf ,470,15 s. 20 d.,120,235,235 tl.,umb ccxxxv tl. d.  
KB-E 064-1,keine_id,Alter Fleischmarkt,1437,,verkauf ,,,,450,450 tl.,umb funfthalbhundert phunt Wienner d.  
KB-E 065-1,keine_id,St. Johannsstraße,1420,,verkauf ,40,40 d.,120,20,20 tl.,umb zwainczigk phunt Wienner phenning  
KB-E 065-2,keine_id,Fischhof,1420,,verkauf ,760,3 tl. 40 d.,120,380,380 tl.,umb drew hundert und Achtczig phunt Wienner phenning  
KB-E 065-3,keine_id,auf dem Steig,1420,,verkauf ,130,0.5 tl. 10 d.,,,na,umb ain Sum gelts  
KB-E 067-1,keine_id,,1421,,,50,50 d.,,,,
KB-E 067-2,keine_id,Kernerstraße,1421,,überschreibung ,720,3 tl.,,,,
KB-E 067-3,keine_id,St. Stephan,1421,,verkauf ,360,12 s.,120,180,180 tl.,umb hundert und Achczigk phunt Wienner phenning  
KB-E 068-1,keine_id,Kernerstraße,1422,,verkauf ,140,0.5 tl. 20 d.,120,70,70 tl.,umb Sibenczig phunt Wienner phenning  
KB-E 068-2,keine_id,Graben,1422,ja,verkauf ,360,12 s.,120,180,180 tl.,umb hundert und Achczig phunt Wienner phenning  
KB-E 069-1,keine_id,Mentlerstraße,1422,,verkauf ,56,56 d.,120,28,28 tl.,umb Achtundzwainczigk phunt Wienner phenning  
KB-E 069-2,DB6000,Scheffstraße,1422,,verkauf ,128,0.5 tl. 8 d.,120,64,64 tl.,umb vierundSechczig phunt Wienner phenning  
KB-E 069-3,keine_id,Singerstraße,1422,ja,verkauf ,340,11 s. 10 d.,120,170,170 tl.,umb hundert und lxx tl. d.  
KB-E 069-4,keine_id,Domprobsthof,1423,,verkauf ,30,30 d.,120,15,15 tl.,umb xv tl. Wienner phenning  
KB-E 070-1,DB5327,Judengasse,1423,,verkauf ,300,10 s.,240,300,300 tl.,umb drewhundert pfunt Wienner pfenning  
KB-E 070-2,DB1048,Badstube zu den Röhren,1423,,verkauf ,160,5 s. 10 d.,120,80,80 tl.,umb lxxx tl. Wienner pfenning  
KB-E 070-3,DB5031,Schiltergasse,1423,,verkauf ,216,7 s. 6 d.,120,108,108 tl.,umb hundert und Acht pfunt Wienner pfenning  
KB-E 070-4,keine_id,Himmelpforten,1423,ja,verkauf ,,,,22,22 tl.,umb xxii tl. d.  
KB-E 070-5,keine_id,vor Werdertor,1423,,verkauf ,40,40 d.,120,20,20 tl.,umb xx tl. d.  
KB-E 070-6,DB5345,Weiße Brüder,1423,,verkauf ,200,6 s. 20 d.,240,200,200 tl.,umb iiᶜ tl.  
KB-E 071-1,DB1060,Wiltwerkerstraße,1423,,verkauf ,300,10 s.,212,266,200 G,umb zwayhundert guldein 
KB-E 071-2,DB0112,Haarhof,1423,ja,verkauf ,56,56 d.,120,28,28 tl.,umb xxviii tl. d.  
KB-E 071-3,DB1014,Hofgasse,1423,,verkauf ,360,12 s.,120,180,180 tl.,umb C lxxx tl. d.  
KB-E 071-4,DB1056,Judengasse,1423,,verkauf ,480,2 tl.,120,240,240 tl.,umb iiᶜ und xl tl. Wienner phenning  
KB-E 071-5,DB1038,Judengasse,1423,,verkauf ,76,76 d.,120,38,38 tl.,umb xxxviii tl. Wienner pfenning  
KB-E 071-6,keine_id,hintere Peckenstraße,1423,,verkauf ,262,1 tl. 22 d.,120,131,131 tl.,umb C xxxi tl.  
KB-E 072-1,DB1057,Judenplatz,1423,,verkauf ,160,5 s. 10 d.,240,160,160 tl.,umb iᶜ lx tl. d.  
KB-E 072-2,DB0124,hinter St. Pankraz,1423,ja,verkauf ,58,58 d.,120,29,29 tl.,umb xxviiii tl.  
KB-E 072-3,keine_id,Roter Turm,1423,ja,kredit ,200,6 s. 20 d.,120,100,100 tl.,umb hundert phunt Wienner phenning  
KB-E 072-4,DB1040,Weiße Brüder,1423,,verkauf ,280,9 s. 10 d.,120,140,140 tl.,umb iᶜ xl tl. d.  
KB-E 072-5,DB5201a,Wiltwerkerstraße,1423,,verkauf ,210,7 s.,120,105,105 tl.,umb hundert und funf phund phenning  
KB-E 073-1,keine_id,Singerstraße,1424,,überschreibung ,,,,,,
KB-E 073-2,DB1001a,Herzoghof,1424,ja,verkauf ,10,10 d.,240,10,10 tl.,umb x tl. d.  
KB-E 073-3,keine_id,Riemergasse,1424,,verkauf ,100,3 s. 10 d.,120,50,50 tl.,umb l tl. d.  
KB-E 073-4,keine_id,vor Werdertor,1424,,verkauf ,,,,25,25 tl.,umb xxv tl. d.  
KB-E 073-5,DB1020,Wiltwerkerstraße,1424,,verkauf ,160,5 s. 10 d.,240,160,160 tl.,umb iᶜ und lx tl. d.  
KB-E 074-1,DB1022,Wiltwerkerstraße,1424,,verkauf ,500,2 tl. 20 d.,240,500,500 tl.,umb vᶜ tl. d.  
KB-E 074-2,DB5490,unter den Tuchlauben,1424,ja,verkauf ,300,10 s.,120,150,150 tl.,umb i½ᶜ tl. d. 
KB-E 074-3,keine_id,Schlagbrücke,1424,,verkauf ,14,14 d.,240,14,14 tl.,umb xiiii tl. Wienner phenning  
KB-E 074-4,DB1034,Weiße Brüder,1424,,verkauf ,100,3 s. 10 d.,120,50,50 tl.,umb l tl. d.  
KB-E 074-5,keine_id,Schulstraße,1425,,verkauf ,372,12 s. 12 d.,120,186,186 tl.,umb iᶜ und lxxxvi tl. d.  
KB-E 075-1,keine_id,Alter Kohlmarkt,1424,ja,verkauf ,840,3.5 tl.,125,440,440 tl.,umb iiiiᶜ und xl tl. d.  
KB-E 075-2,keine_id,Kernerstraße,1425,,verkauf ,1400,5 tl. 6 s. 20 d.,120,700,700 tl.,umb viiᶜ tl. d.  
KB-E 075-3,keine_id,hintere Peckenstraße,1425,,verkauf ,370,12 s. 10 d.,120,185,185 tl.,umb hundert und funfundachczig phunt Wienner pfenning  
